rid,word_evid
375,much hot dog thought underdogs shot unfortunately underdogs performance sub par little overwhelmed variety hot available menu offers novel combinations caliente pico de chocolate sour cream sounds first thing noticed hot dog imagined hot around sea tepid water lukewarm hot double yech second thing bun sized hate snob bottom going pay dog fancy bun cool toppings distracted aforementioned french pretty grab worse underdogs dogs 
376,dogs first place disappoint got dog cheddar chili less cheese good combo comes drink city lunch tried malt vinegar sauce good try dogs menu time fist name wall oh glories decide break sure fun open til fridays spied sandwich board inside said byo though exciting nonetheless wait come 
377,sponsor place revolutionary drapes walls clenched fist mural welcoming group want overthrow return standard tell underdogs less ben bernanke focused snag store shelf sturdy crackly sides dense enough rolls without padding proper toppings ratio got russian dressing probably pairs nicely night waiting adds nice needed smooth spices salty peanut taste thai marries crispy papaya slaw peanut sauce fries stand merit unless writer finish review tell five fries greasy paper bag stay ketchup peel bag spuds cult ish thing come following blindly stop look addicting fairly smooth concoction pickle juice bit nothing wrong chocolate cayenne think matched well spuds curry lacks shy away typically sauce free second cents least 
379,colors team fresh ice rink miracle ice took place sauces hot packs rocky win apollo creed era goran wimbeldon back liverpool cup wait someone chant rudy go score underdogs 
380,lay knowledge underdogs got michigan wrong case michigan island yellow mustard spicy cheese optional never cheese cheese dog dog best conies made hotdogs casings ganders got coney good taste hotdogs tasty taste home wait try dogs owner nice type knew since gone always really nice 
381,dinner went saturday hailing philadelphians penn deutch spicy hash feel deal also dog outstanding tommy knew bacon fried got quite different want well underdogs keep day dipping sauces entice fries probably friendly staff great spot lunch dinner back 
382,boyfriend good clean inexpensive really believe hater hotdogs non hotdog variety sausages sausage gyro better average bun michigan dog native pleased said good best dog outside good kind five fries everything good got finished eating hot dogs hot lower end combos fries many options love try see great weekends better temptation take succumb often 
383,dogs latest trend dog joint joint think hot dogs culture indelible inedible write hot dog another much hot dogs center city due styles add unique underdogs today noon waited long filled people seen foobooz post gave plenty study options printed wall area lunches less dog fries drink underdog michigan dog chili chopped mustard made choice last hot experience happened hot institution grand rapids michigan called yesterdog version somewhat different think will chicago next pickle fix fries also solid ton sauces rest coworkers force 
384,ok went try today even suggestion packed wait work pick got style home try bite nothing new vegan working giving dairy well person dogs certain brands finding suitable substitute see going without life taken include hopeful got home entirety pleased gave taste toppings taste eating additional spices yet mock tasting real gave enough dog satisfy craving one came fries drink fries came dipping sauce garlic aioli tasty look 
385,one gems hartford location consistent clientele eventually folks expensive rib sense among outstanding soup based yucca great fried sweet plantains bread bits sauces bring great dishes well bit visits surprising low excellent 
388,fan chef since know difficult find authentic let alone decent restaurant super place gross fluorescent yellow soup fresh several buying produce week party order load chef called staff super accommodating ordered tilapia hot oil three chicken bamboo shoots except stinky tofu truly food sometimes take chef plus type go long things still highly recommended anyone good taiwanese 
389,franklin looking randomly place lunch alegre match made excited friendly seated underneath deck overlooking frankin ave picturesque lovely beautiful outside enjoy enjoying morning still trying liquor license yet mean advise ahead bring bottle meal awesome time menu items backstory place peru share also gave various peruvian popping hartford us ordered platter fried meat wife ordered ceviche platter commented peruvian restaurants large portions kidding usually polish whatever put front restaurant able make lunch menu halves prices lunch bit definitely meals entrã top amount seafood note tip read ingredients chaufa might lot fried rice entrã chinese right except use meat requested say family slightly something getting loved came place happenstance agreed will come back second round 
390,father checks new peruvian restaurants open came saturday empty full space pretty small nice typical seating serve aji hot sauce typical peruvian came really hungry got de gallina though hot outside food came delicious hate leg thats personal preference lime add came promptly dad cau cau good waitress extremely friendly service happy draw vegetarian options small salad quinoa change overall come 
391,party slices course looking price first cheese almost meat lovers bring delivery back seat ever greasy sitting grease top crust cooked doughy must six months 
392,really wanted healthy check neighborhood decided place figured able sit wrapping understand going close rude thai sauce rice husband ordered real food add lot additional got home swallow though will place really supporting local business service lacked 
393,reluctant go around dinner full half sharing wrap learned thinking way house massive worth good kind dry wrap huge wrapped maker expecting another wrap dinner better will back 
394,finding reopened place really great yrs back became fresh ingredients got home looked wasnt cooked nasty use cheap say overpriced smalls toppings dissapointed will return 
395,really wanted one delicious sauces arroz ropa pollo con ajo pass life always try lackluster servings incredibly mean gag really special bit price date knocked back single glass mojito sixty one appetizer ny miami la meal restaurant feel robbed feeling pocket assure wallet still even voice opinion totally unfair restaurant simply grab plantains beans garlic lime peppers breast stewing cuban recipes quality bucks faith also tried sdc cost latino salsa yale mind getting exceptional ignorance 
396,friend recently trying looking take wife night somewhere classy course expensive put want blame night eaten soul cuba earlier suggested next came raving apparently wife food great reasonable small intimate romantic 
397,dying place reservation much whole server great came calamari overlooked rubbery probably fresh ok bland chicken waitress comped us drink realized husbands meal saw meal lot money better cuban northeast back 
398,lived town place times love afro food fallen paladares cuba makes missing havana atmosphere serves favorite oxtail amazing mixing mojitos bodeguita del medio havana although standards resse town appetizer 
401,recommend restaurant eaten times disappointed salmon entree friends family big anything food alcohol sdc feeling love feel eating dinner even small never people next close actually reason giving rather couple last went two julian michelle really made friend taken care wait food 
402,pretty happy experience pollo moderno vieja great dishes enough will leftovers consistently fantastic pretty good good order respectable giving higher price entrees five alone place small volume also two sit high tops around pretty good cuban food better recommend going 
403,got holmes hahahahah feeling raw inappropriate something call lets soul de cube delicious treats everyone guess military cubano cuban ahaha call listed media menu catch stoop rocks ahahah thats jam 
404,times become go make uses particular better whatever everyone else using often great fun friendly clearly knowledgeable feel fried seemed fried breaded really greasy particularly though 
405,cuba first pretty dinner one best ever tried fast pretty except old mint lot mint flakes appetizer actual squid using anything empanada main disappointing pollo soul de cuba dry salsa inedible redeeming item meal la cubana pan fried snapper fresh remotely unappetizing shade leches really whole meal incredibly disappointing sure restaurant seafood 
406,woman low decent cuban best found definitely authentic take great medianoche look seen couple bites flavor use good bad say family much restaurant really inside gives definitely back bringing purse 
407,skeptical place prices overpay well experienced cuban cuisine take cuban sandwich else group encendido hot joking tender ever ceviche much ceviche work together south coming cuban 
408,totally authentic calle miami went gym place heard excellent others anticipating pretty entire establishment conga drum center cuban best deal lunch getting pan bistec con pollo happen fried made flaky semi crust outside inside chicken sure kind combination juicy inside bocadillo comes either salad salad actually expecting generic lettuce ranch salad spinach fresh capers light italian good stuff great meal lunch first bocadillo sandwich authentic friends ordered call really authentic gets imagine bit fresh true cuban new haven anyways job interesting cocktails drink menu next 
409,matter whether robber daughter year round beside american pool man jungle fatigues loading rifle sake egalitarian society images know people abolition democracy bourdain yet clearance us regardless food welcomed tony montana rain always cigars shirts opened umbrellas strolled soul cuba saw glass windows muted orange walls framed people animals glimpses cuban life friends national heroes know restaurant small pack divided bar conga drum raised display housing drum look touch drum unsolicitedly music unobtrusive dug dr looking big wanted hard disdain honored server added misconstrued miserable refilled knew beer appetizer salsa music better serve side salad swiss cheese chin take another risk looking fool soup priced right might protein fix cuba also home beer contrary name good taste fabricate recording artists refreshment slight buzz good company food twice fun soul real estate new intellectual artistic self important clutter st eternally nevereverland clubs cozy type restaurant one dreams owning given opportunity fillings vintage cuban magazine done cartoons keep box counter toss smug portrait william randolph hearst sidewalk restaurant loud praising location server said something struck funny asked repeat realized unattributed said people created course readers tell words wisdom earl pigs centuries quote fellow passing center british art junk particularly lavish green hillsides lions teeth horse lavish bridges without horses enjoy mausoleum keep mind decaf tea low crumpets spooky british literature third heavy dose walpole blogspot 
411,priced food soul de must moist fact breezed chicken knife needed says whole lot reasonable ends something heavier soul option well pitcher thing space making reservation rather showing 
412,acknowledge best ever inventive one restaurants entrees ubiquitous numerous plate options beans chili portion appetizer empanadas dry side still great cramped necessary cuba choice meal 
415,lived haven years without place serious yum ropa vieja empanadas definitely restaurant cozy delightful amount food servers restaurant else end waiting outside coming back good maybe friends 
416,amo de everything ever eaten within walls restaurant good drinks though pacifico cigars old scenes eyes occupied bathroom friends small groups lunch rents ropa signature chicken black soup complain may go first combination traditional go 
417,place great hanging house structure home well home grew understand might place going provide five prong rack hang pretentiousness door seating tight table will close deodorant place packed weekends probably full next come one will frowned upon meant neighborhood good drinks excellent beer snob selection tap behooves loop place outdoor great summer 
418,went positive reviews mixed young sat special yueling daily menu opted ask burger cooked makes well waited burger pretty came frozen angus burger really burger joints retain hold breaking apart eat burger pizza pie managed order since said offered piece kindly declined finished fries def come time pie feedback give star famous pizza 
423,committing mortal go grain review landmark always mean always packed decent bar establishment difficult finding space customers another effort accomodate smokey well food may asking well know bar tastes little sweet decent antipasto pretty good name wrong delicious pound burger pork bun yummy staff friendly service due large now past years mainly really still tuesday keep going mean solely place review atmosphere lot place expands crowded will enjoy jo give pretty good prices reasonable may link jojostavern 
424,start margaritas using bottle decided move simple tortilla chips crunchy habanero spicy spicy spicy aka authentic mexican food place gathering co little restaurant help keep bill place south end right next sp easily pass miss even better 
425,previous went stopped nights tend fresh great portions will special margaritas love em great variety great hour one drink back normal prices us finished reminded pay go sat accommodated ok tomato based sauce two offerings nachos enchilada great frequency pricy 
426,day pibil mignon name ton food filet melted flavorful plantain mother hear many tables time tables busy son bring menus take never stop check perhaps carryout 
427,mexican smaller decor food delicious fresh definitely authentic mexican ceviche appetizer started already combination shrimp dish covered wrong fried served either rice beans salad black salty asked piled added taste never heard place xochitl perhaps well 
428,las bugambilias serving nice solidly four near three savored discounts fee away daily requirement whole really nervous using discount company coupon embarrassment always using type promo warmly greeted name surprised already four table ready us thank smaller seriously room without reservation chairs incredibly close bar small theme inside bathroom larger degree person bend whatev saloon nice atmosphere cool casual liked parking south st four ordered sangria margarita smooth liked everyone else order salsa almost laughable casual mexican higher end guacamole tiny recommend really delish thought grouper etc dish things details fuzzy probably entrees run total apps entrees got bill due happy put ask reminded made really expensive worth experience yummy really need go soon 
429,las bugambilias place go food homely decor decorated nicely transported away craziness south street start chips fresh yummy esp order also ordering nachos de la frontera entrees delicious chile rellenos verde dishes always choices however dishes good overall service cheerful decor great minus 
430,first fortunate enough experience las bugambilias despite reasonably intellegent person incapable correctly enough carnivorous friends performance exact ago suffice say left item unturned blissfully indulgent love mexican enjoy lolita las mexican restaurant menu flavors typical really bursting flavor plate ordered hangar steak visit flavorful sauce went stunningly well mole comes plate try groundbreaking stars well age want stars restaurant sure operation bit overcooked steak nitpicking however strongly suggest dinner 
431,lived southern california food mexican spots downtown junky best exception stars rough spots overall great one place setting multiple person ordered things always remove half salsa made chips great even though lot counting full chips hard wade big steaming food even humor hispanic meals mole pepper steak shrimp everything awesome beans rice always nothing yuck typically stuffed end gem st recommend place want go evening good luck drop reservation lot pretty intimate neighbors personal space may gig amazed wait staff job without spilling take parties close seats 
432,ooz itzzz pm saturday squishy restaurant seated loud destructive restaurant gf went ceviche appetizer symphony took dish lips juices lunch split chalupa well presented hot steak fajita strips refried creamy white eat lady cheese small accompanied lone strawberry chocolate streaks plate time three spoonfuls begrudging blueberry taste presentation flexible pass flying colors refers lunch portions portions different story may satisfy within 
434,cramped front table left went stella promptly ten someone acknowledge us bartender three ignored tell later came us table ready till point already almost another fifteen well fifteen came table four gotten seated meanwhile reserved sat front seat arrive hour waiting yet seat us us oh four thought eight sat table next hour checked us every minutes still asked manager back came time full hour seen level will return place 
435,dinner last night sunday night server working bar phone visibly friendly gallo kids corn tortillas cheese delicious good basic appetizer spicy holy mother thing hot lot somewhat hubby devoured said absolutely delicious btw second server arrived stoned mind good news help looked barely funny watch though proves decent mexican food east certainly server restaurant 
436,cheese stuffed jalapeno pepper tamarind chicken pitchers sangria etc less strip street search mexican food stops cooked ca transplant miss mexican elevate traditional food dining quality making mexican anymore back dinner friends everything pretty hard please entire group people ranging yrs old old florida vietnam left happy raving food mention great large notice reservation adding last graduation great 
437,las spanish bougainvillea mexican old chips extremely perfect charge extras poblano soup looked appetizing lacked flavor made base poblano flavor enjoyed probably even presented wonderful steak tad chewy appreciated size 
438,always service food simply put mild spicy fiance ordered said black sauce delicious tikin xil perfectly shrimp fish balanced side also great based solely will back seated promptly waitress want however drink bar minutes flag waitress retrieve drink food took minutes food people clearing tables us seated got received food finished overall loved next time go service improved 
439,philly new years ago search southwestern food comparison found give full support homeade brought standard pico salsa smoky flavor little spice nothing exciting use onion tomato use bit garlic opinion margaritas pretty good bit liking worth standard asking fair value hour rate went mole managed sitting belly years friend chicken mole craving vouch dishes outside mole sphere dessert banana good go wanted try reluctantly obliged desire five consideration make cut 
440,partner john several times disappointed upon decided instead anything try advantages south region dining options walked came south unique sidewalk adorned colorful outside restaurant begging restaurant small allows aromas dining experience chef owner freshly mexican three different regions mexico opening spot chef entree dish camarones stuffed blossoms corn wrapped sauce accompanied rice corn lettuce tomatoes bite chipotle sauce hint blossoms wonderful current fave carne tampiqueã skirt wrapped jalapeã pepper cheese covered sauce enchilida beans entrees always dining guacamole served well queso chorizo huitacoche sliced peppers onions served hot perfect tortilla comes btw dining go birthday make mention will served complimentary pastel de leches milk cake soaked amaretto chocolate marlow fresh whipped cream restaurant halt everyone including kitchen chef mexican las mananitas fun yes happened back june since take suggest making first experience food casual pace weekends known tad experience las 
441,gaggle almost wait reserved table seated within meal courses make remember free meal erase keep hoping dish plantains menu wish placed excellent tortilla soup excellent enchiladas everything definitely go service atmosphere decor away look going sangria one containing plantains plantains authentic 
442,bigger fan five spicy limited dish shrimp best ever tortilla also best ever even though love art photographs old latino stars everything warmth level unless want mexican soles new favorite nice everything lovely kisses bugambilias whatever 
443,authentic sprouted neighborhood months ago always happily surprised find enjoy los seems key taqueria food las located south street diner offers setting somewhat crowded neighboring party gave us special appetizer mushroom cheeses certainly close quarters many tables packed night allows friendly among staff well mole two delicious return try specialty cocktail drinks leches cake pork beef chicken dishes entree forget personal belonging behind leaving bartender caught blocks away coat las bugambilias thurs sun 
444,tried nj far kissed restaurant around nj relatively conveniently across shoprite cinemas food perfect level heat nuanced flavors lots vegetables lunch specials partial curries far delicious cozy strip upscale decor great year holiday bring service pleasant despite whenever impressive prices 
445,got takeout ago meat cooked uncooked meat pieces vegetarian know eat meat since food stuck one hour break possible kitchen looks nice cook food pretty area 
446,friendly texas roadhouse careful lunchtime sandwiches go service good good luck skip beans crispy tasty collard greens salad tasty best tender crust pie hard cut pie may second fries watery weak spicy lime still good pecan horrible key pie anybody bbq know good truth also place bread times tip call sandwiches brisket beef cuts 
447,big miss little surprised breakfast hash paper dish brisket much better ordering pile little sense family style actual breakfast separated guys brunch menu red flag ignored drink breakfast great job lunch brunch mistake 
448,trip love feel kinds coupled outdoor front patio kind terms guys one parts country comes producing bbq bbq typically experience quality pork sandwich might experience truly wonderfully eating joints dressed add sauce plastic squeeze table sauce really nice spicy huh less side corn tossed cayenne corn overcooked cheese seasoning dish really works grill fire cob mayo cojita cayenne mexican dish try given whole business cheesy come simple trying mac mistake mac cheese ok addition buffalo sauce cheese us come pre sides focus main cooked perfection knocks 
451,really truly barbecue place nyc opinion changes will review found awesome barbecue hill country dino fine another level brisket probably best full beef flavor overwhelmingly pork right approach barbecue good salt let saucing weakness might guy anyway slide ohhhh roasted corn cheese lime smoky pintos complete kind plus selection barbecue yet doubt will since room now seating seated enjoy benches watching flatbush keep 
452,feel press talk place apparently little finally upon loooove bbq expert tell bbq know good food everything pretty darned well given south selection good beers huge bourbon great every busy kids love kids please keep restaurant decor top cheesy hard sit brightly area darker preference star food menu one dud item brisket one still item beans chunks maybe texas sooooo 
453,one adore salt pepper much refreshingly simple unadorned chili earthy beans departure sugary stuff joints even sauce really superb balance fruit vinegar took train ride uws 
454,happened wanted go minute wait soon tall wood bbq half turned greens fully potato plain bottle signature bbq sauce also mac much though bar front limited asked neither stuck appears warmer wait back daughter 
455,time night delicious soft ever entire life taste buds tend went another went back days ago think want back sometime weekend tacos bomb since tacos really cast really say oh will say frito pie must boyfriend split one severely getting even service waiters prepared promptly place conveniently near good post game post pit 
457,four high pretty best bbq nyc stopped first opened september awaiting license either toughed nonetheless food back last bar full swing texas college football game impressed everything around came meats particular rarity bbq spots least pork usually underwhelming option place quite good star show however doubt brisket fatty astonishingly good infused wondrous smokiness melts mouth better version former nyc brisket quite say part college high staff antics verged theatrics entertaining way food friend returned pork served traditional austin style soft flour uniformly excellent well mellower enough meet pit great texan gave valuable advice skip upcoming trip austin place fantastic week quite close 
459,people gonna go day breakdown adjectives happen expensive pulled pork salty creamy wet crunchy yes collard greens spicy slightly yes yes pie special mention one outside texas also one treat also heart soul absolutely delicious suspect predict charging definitely go drink directly bottle coming 
461,brunch little gem knew exactly many options overwhelming problem seriously sounds amazing everything delicious might waiting little weekends however cute front cup coffee provided outside worth recommendations tower cajun benedict cheese grits order cannoli toast great super cute pretty will absolutely returning 
463,looking small spot breakfast food piping hot friend went pecan french toast benedict also enough nice full without food located right next building pretty easy menu enough choices definitely worth visit 
464,pretty much average lunch always say loses know scary pretty variety big bread crackers always fresh decent hot indian also pizza pasta hot stuff never tried found butter toast prices breakfast around actually flavors 
465,liked run quiet challenge become frustrating though super fast obnoxiously drag strip fast sure cold make firm even perfect front roll roll roll right happened trying approach shot parking whiff ball cup fast big deal airport dink airport slice literally cause plane one might usual paid full price round life price paid 
466,first area back since noticed severe quality sometimes seriously negative service dartmouth complacent sloppy aside distinctly pizza service deliberately negative case ordered worth included pizza extra sauce ebas stingy opinion sans extra sauce consume waiter pizza back five later gobs sauce atop pizza completely unable sauce complained owner register seemed completely indifferent plight offered coupon visit last go anymore 
467,seriousness two stays proximity starving body open late valley starters sandwiches ok horrible exactly frozen pizza serve gummy oily drunken stoned think perhaps bill otherwise take best say used play locally stoner delivery driver insane 
468,day food warren st newark field stop lunch breakfast mind side hash came egg good plain top pretty tasty filling little wanted lunch ate anyway 
471,strange swinging balance toes sway eating brunch used thought food pretty good kinda hit miss said one star terrible syrup pancakes water alongside also serve us meals must running drinks decided champagne lime juice friend mimosa tang lining glass sweet flavors drink although sip strong courses salmon poached eggs side crisp bacon hash even smoked salmon chopped roasted sauteed onions also done well hard loved bit bummed another syrup overall solid meal continental hiccups food makes 
472,seats sooo great maybe times time experience staff warm friendly really menu many vegetarian always awesome see brunch ed loved food prices little less rooftop bar great sips definitely try experience great place philly visitors great crowded unfortunately reservations 
473,place dope experience live namesake great one large group never usually things visit feature items everything salad quinoa salad mac cheese must french dumplings thai kitchen cook well trying slightly rib still seasoned garnished spot drop every drink friend ordered underwhelmed think necessarily best definitely 
474,came expectations left hungry quinoa salad order try diners table sad looking hearing flavorless greasy actually add salt pepper bring look pretty good food pretty dirty bathrooms better continental 
475,countless times seem going ambiance ago mid town openness story hip style level indoor outdoor dining deck approximately two weeks ago fixtures continental successful concept restaurants see allocate freshen tuna tartare asian sauce favorite dish tuna always tastes fresh well value liberally sesame crackers shaped chips nutty richness tartare mayo aka creamy spiciness rock shrimp tacos coconut peanut salsa sweet chili admire tropical hot tempura batter spicy worked tiny shrimp thick tempura batter thai noodles perhaps thai expected intersection juice sweet nutty noodles little spicy zing scallions received dish seemed sloppily thrown chicken lettuce wraps sauce looking healthier option decided try wraps dish consisted chicken asian chinese moo shu garnished peanut stack bibb lettuce stir fry similarly tasted watery flavorless needed prevalent viscosity sauce disappointed will ordering food feels infused unfortunately one rushed felt chefs throwing sling plates average uninspired minor details presentation food appearance nearly time menu 
476,morning stroller toddler busy yet accommodating brioche french toast delightful little crunch outside yet soft moist sweet hubs nice combo spicy side potatoes buttermilk pancakes back 
477,morning first time brunch greeted champagne sausage arugula provolone omelette coffee goat cheese asparagus omelette breakfast burrito afterwards walk spent brunch definitely going early waiting meal otherwise 
478,continental favorite city often end make go type food place never disappoints food came old place pretty since friday afternoon quick menu items kids friendly grilled cheese mind grilled cheese fritters choose one seem meal ordered calamari husband order another besides got korean simply amazing bad order taco ok craving tar tar lunch asked make available said ready guess make sick anyways also wanted available course will back happy hour drink specials though 
480,cutest place introduced lived philly saw yelp reviews sure wanted went decor cool pics went lunch intense yelp requested seated better restaurant love comfortable seats definitely drinks hanging love ever say anything recommend anyone horrible food 
481,time long time choose restaurant surprised food round cocktails good food everything ridiculously tapas prepared share group five got try dishes feeling full check person 
482,came year march waiter another place told tapas global bit everything hip decor service well tried soy glazed pork squash asian ginger orange zest chicken tikka masala style chicken raisin raita spinach soy sauce monkey warm banana wonton walnuts ice cream delicious place ever coast come back 
483,family continental around sunday afternoon empty right empty dead experience started ok friendly waitress child ordered waitress us appetizer wait come us arrived experience ridiculous waiting ask minutes anyone tender see server us repeated order us right also claiming makes proceeds starts giving us want meal order seem perfectly fine eyes way leaving without saying something says want manager fine storms away also quips guys well genius pancakes menu states come waitress corrected speaking proceeds keep eavesdropping point pop middle finger severely annoyed rome waitress behind pouting frankly makes child managers remove us first place completely unprofessional mother drawing child something ever caliber yelling customer gave service later insanely several week star horrific experience even mcdonalds continental end today unprofessional meltdown called allowed floor eavesdrop insult customers two mangers sincere far rectified pay food barely waiting meal managers offered issue never back place treated really review tell try apologized probably remaining minimum tippers hope review people people treat garbage 
484,meals free friend started day five together went penny arcade convert loose dollar bills mysteriously broke ended mistake immediately nearest wicker chairs delicious cocktails well 
488,way bathroom creepy wanted everyone watch freshen interesting loses points comfort went one time sat level dining area went friends tapas roof level small groups drinks quirky stand twist kind service helpful game 
489,liked knowing expect impressed thought fun loud though much towards fun friends romantic date knowledgeable warned us ordering way well loss tried many things much meat surprisingly ribs egg ribs kung flavor small plate portion flavorful however much authentic indian shrimp tacos right thought tasty odd pickle flavor big table good try cocktails good overpriced time room overall much filling expecting place time pricey especially many try go back saving 
490,times pretty udon world every egg rolls heavy still old fashioned job seating fan egg chairs upper make close generally gone quick perhaps little quick never qualms 
494,necessarily best steven spot philly offer sure bet took friends wait us waited drinks vibe lighting friend portion smaller tapas expected waiter kindly pointed dishes among even choices sizes ordered one years ago lobster mac cheese fries must 
495,horrible called avoid costs bread amounts candy bit slow sunday morning drink order tang time mix reason star review decor pretty overall better places go 
496,mid town loved second first water mid restaurant menu classy retro vibe huge lights dangling despite lit hanging chairs request cool looking booth complete headrests bar area visit seated chairs think upstairs area since decided brunch morning server friendly offered us pomegranate frescas order full glass ordered blt arugula asked graciously obliged boyfriend pancakes potatoes sausages best soft cooked tomato spinach cooked think ever finished omelette bang generous portion enjoyed stephen disappointed brunch continental one 
497,group seated one booths first service responsive tasty thought food positively scallops salad crab pad know amazing flavors think fun atmosphere large range options spot drinks large true call accommodation fine 
499,times company visiting roof bar girlfriend think probably write review midtown group means probably want wait trying show though several restaurant always good dinners service either waitress friendly helped pick oddly almost entirely new items never usual quality well tasted nothing really seems exciting fare always dinner pretty crowded nights think minutes elevator cocktails normal drinks expect table service enough expect lightning really hunting continental midtown rooftop shot see kind least 
500,today first visit mistress lucy couple times speaks highly place work school decided take night go dinner asian style must say far style food bbq seasonal islands good waiter nice problem came often ask food interrupted minutes 
502,love rushed steep portions feel totally ripped item expect worth food ordered seared entree asked server big portion hungry came appetizer plate small sashimi seared tuna felt ripped interiors restaurants lot 
503,food access via line good setup especially drunk top lounge pretty got open seating usually smokers smell indoor nice one floor super conducive tacky vegas bar see movies lot packed friends enjoy really place dying go back 
505,first stephen experience restaurants exactly maybe kitschy rather open however dismiss hand rome compared prices pretty retro hoping vibe macaroni anymore apparently delicious cocktails also cheap liked dirty really handled group ease part really sweet service always things ordinary certainly yeah flashy weird innovative take things seriously sometimes continental great 
506,stars says mehhhhh draw deck really wish decks place really love food meh sub par beer tap starr friend jill wrote review place jon plus imagine rest really ed picture 
507,insulting last year brunch continental wanted go back husband philly service place delayed seating even available got send dishes back crowding table bothered finally got empty moved empty table picking gave major mixture non english something please even server bus ability negative attitude noticed attendant manager went said pay meal seem react behavior staff big deal deeply insulted mood got left know go midtown paid eat awful become decor appealing aspirations restaurant comically definitely less mediocre exactly pancakes better service overall lousy experience 
508,really enjoy first leave refill empty something small goes lobster mashed excellent fries wraps filling rooftop eating rooftop spots philly cool honestly need rely food staff job time 
509,shocked high reviews really ambiance quick service however food simply amazing actually flavorless cold split lobster cheese appetizer portion definitely taste lobster entree salad huge iceberg typically love salad ended redeeming factors 
510,nearby restaurant glad seated us restaurant bustling always sign never trust skinny chef made pushy hours unphased turn table food food served family style ordered lobster cheese noodles casserole quesadilla pesco vegetarian pretty overall without pretentious continental midtown 
512,nice place stop drinks evening first time much inside room brushing dim great gave wife rundown menus narrow drinks fit usually since choices pretty good talking made peach vodka actually hoegaarden crab cakes ate food dessert crowded happy full back soon 
513,start things little fun gets better go korean tacos cheesesteak thai chicken quesadilla na thai lobster mac unimpressed thai chicken well lettuce wraps tacos meat filet kofta favorite appetizer consider eggrolls appetizers lobster mac enjoyed orzo tuna loved risotto little one atlantic overall great place dine 
514,take towners funky starr lunch drinks appetizer disappointed yet retro red booths downstairs floor great depending time go trust watering philly cheesesteak eggrolls delish lunch sometimes substitute rare top sandwich dinner really go back 
515,place seem native kitch felt climbed stairs next moment floor old diner looking shiny retro accessories came still room stars bar eye swinging sit one complete girly cocktails love candy actually wanted ask bottom drank forgot upstairs shaped sit took everything arm builder want house final level upstairs patio nighttime club huge area fireplaces chairs deck dinner take summer decor ate style choices lamb ahi tuna philly steak egg kofka mac steak shoestring fries felt eating fav bread almost lamb meatball tasty also enjoyed hanger blue mac noodles lacked lived philly absolutely take since tourist obviously usually 
516,since place hanging sunken seating friendly bartenders chicken bagel plate twice now actually planning taking sister town visit however knock shoes terms impressiveness fan continental atlantic city decently establishment tasty 
517,place decor idea international tapas wait friends sat minutes szechuan chicken satay got meal bit rich enough high due reviews yelp ordered thing want another trying interesting reason behind good last meh service inattentive midtown 
519,favorite places places must visit especially super nice unique includes seating lighting general good first time lastly exquisite never anything french soup jumbo lump crab lobster honestly everything menu looks worthwhile philadelphia 
520,went birthday atmosphere pretty much expect starr exciting overload upscale music mac thrown service nothing write home boss ordered submarine pretty wrong tasted good sandwich unrealized potential dried light paste menu said sun dried tomato cheese two bites flavor sandwich rest cucumbers juicy ripe chose option pretty least lunch reasonably center city establishment even little surprised 
521,came friends hour consumed apparently rooftop well love check interesting additional quaint little think number trendy elements lamps votive staircase great service good feel bet food yummy desserts great definitely 
522,cocktail lounge ever creative steven starr experience continental came working decided check dã locations tweaks told asked comfortable sitting somewhat controversial time said sure felt added extra dimension experience everyone main along plenty seating order drinks upstairs restaurant infamous swinging seating great action downstairs dimly lit bit loud raucous ideal place birthday perfect drinks dinner long little atmosphere said earlier anniversary service notch seated immediately dish perfectly executed comes thing restaurant wonderful retro pop cocktails drink refills pop will run dollars fact drink makes palatable liqueur sparkling lemon sour shanghai bacardi green tea sugar rim delicious time roasted red pepper cheese dip grilled pita onion soup cheese blew away even recreated home dip pita almost much plate presented always one time favorite dishes mignon wasabi mash bok choy girlfriend loves chilean miso chinese broccoli mash seriously eat filets sea bass dishes round girlfriend new tried made smirnoff blueberry crã violette lemon gummy tried margarita rivals elsewhere made pomegranate girlfriend ordered wonderful mascarpone crust candied cherries cranberry orange sorbet midtown banana wonton vanilla ice cream mind cheesecake seriously entire mine left something desired make size downstairs bathrooms noting mirrors sinks two mirrors restrooms care bathrooms restaurants enjoy mischief wonderful encouragement headed bar back weather warms degrees closing must continental town everyone expensive trendy delicious know getting doubts rooftop philly certainly worth visit 
524,pricey served glass followed pricey glass exaggerate par steven wonder knows apps meatballs menu horrible roasted bland side onion dumplings served mock good din ok similar pad ctown race fresh salad avgerage 
527,really place cool fun place really much cool bar rooftop restaurant kitchen open love drinks pretty good best described waitress told tapas style ordered dishes welllllll food bbq also philly cheese steak completely yet inventive 
528,substance thirsty overpriced place perfectly good salad good salad starting bleh bad mac cheese big seriously disappointing got craving anywhere salty ness good idea executed back unless dime 
530,next time go try calimari salad came food network best thing continental always delightful eat prices overwhelming eye lights make feel magical prancing around people sit chairs swings forth hilarious mirror see people checking view go definite go wonderful beautiful attentive serve tapas style portions humungo decent name appropriate serve foods mexican etc foods things recommend alright non lobster cheese oh gosh cheese egg salad roasted red feta kofta tastes literally little sauce sheesh onion dumpling salty soup inside hot almost burned well tasted salty rubber 
