Review_ID,Truly_Predicted_Class,Original_Text,Explanation,Label1,Label2,Label3,Label4,Label5,Label6,Label7
45,Positive,people tapas happy pitchers sangria else mussels succulent flavor typically mussels servings taking putting dipping broth something time visit snail garlic embarrassing licked garlic definitely made order ham croquettes better croquettes hot help cheese goat plate fan goat combination ham toast tomato helped cheese fan definitely tapas dish try love chorizo dish fried carmalized onions salty chorizo sweet greasy onion taste paired basket chorizo definitely dish order visit chorizo four pieces even potato well oily chorizo lot flavor bursting fried potato spicy tapas worth ordering order another dish though since also helps fill stomachs shrimp one best dishes gave around mouth watering amount garlic broth seafood notes little bread definitely reorder meatballs meatballs meatballs better awful order another tapas anytime sangria blueberry juices vaguely sweet touch bite kept orange blueberry stronger really blueberries definitely hints sparkling kept feeling dessert since across waiter great picking us night fun eachother us little jar belize pepper jelly little jar crack today fried chicken delicious hunt bigger jar chicken world never fan tapas since seem bread total ended sangria love come back fyi bathroom back eatings ,tapas happy pitchers sangria mussels ,0,0,0,0,0,0,0
1192,Negative,every fairway remember keep forgetting try place friday night bustling dining one one bar saw option stood hostess people walked arrived hostess left knowing need brooklyn ,fairway remember keep place friday ,0,1,1,1,1,0,1
67,Positive,day means bloody spanish early east let yelpers guide decision led excellent choice waiter might also plates insisted octopus favorite clams house fried crostinis house crazy plate octopus awesome crostinis next sangria though make sliced mix full white pitcher another white hehe yummy yummy want red ,day means east excellent choice ,1,0,0,0,0,1,0
1651,Negative,hype disappointed perhaps ordered overall dining early friday afternoon infamous lines sidewalk groaned sometimes locals guidebooks well long highlight brought pancake maple syrup us sample slice delicious ordered pancakes potato fan pancake lot dishes nachos best home sat miserably potato grill know burnt cream sent will give try pancakes anytime soon fight crowds europeans breakfast time ,hype disappointed ordered early friday ,0,1,1,1,1,0,1
211,Positive,ave times finally time try going going traditional curry enough tender flavored nicely spiced peas delicious location capability nice clean give want jerk wrap overall great new everywhere travel haven ,try going traditional curry tender ,0,1,1,1,1,0,1
1298,Negative,friends place totally first meant watching hipster weird room pitch black lighting ridiculous maybe lot went vegetarian menu split perogies beet salad ordered take stay hip spot little vegan friendly door better ,place totally first meant watching ,0,1,1,1,1,0,1
18,Positive,franchise states possibly believe say food good mean many many times first restaurant sub pepper salt olive oil explosive freshness compared also franchise really friends tasted makes mouth watery great foods soups subs also staff ,believe good restaurant pepper olive ,1,1,1,1,1,1,1
255,Negative,customer service eye busy right counter said excuse hoping scowled away hate race hard infer asians stood mins acknowleged non got serviced needless say place obviously made feel unwelcomed sont food network recommended place ,customer service busy right counter ,1,1,1,1,1,1,1
319,Positive,town looking friend find place drove looking place low behold hopes dreams shattered walked realized indeed ass wrapped woman people indication wait friends line take dine find dining walked folks waiting line ordered waited minutes banana pancakes home toast pancakes divine pancakes year glad first buds comes pretty large pancakes right walnut yet fluffy fan us used syrup blend trader good flavor time friend believe pancakes pieces bacon eye go next remark safe assume meal highly recommend place coming back ,town looking find indeed wrapped ,0,1,1,1,1,0,1
1297,Negative,second star food place time things us sit outside hostess even going waitress politely informed us outdoor seating minutes ordered hummus plate seemed going fine waitress back empty glass boy finally asked wanted another asked check waitress gracious minimal sorry will business ,second star food place time ,1,1,1,1,1,1,1
261,Positive,love place bit trek totally worth rack beers market block post one tables chicken beans mofongo best manhattan may authenticity rest interior place undeniable beauty barely ,love bit trek rack block ,1,0,0,0,0,1,0
1213,Negative,reviwers really place boyfriend sunday apartment hill red hook checked view piers fairway market saw parking lot heard looked cool wanted food long wait table people based whether shaded nice hot wait fried shellfish basket starter pretty expensive ended spending two things plus mac cheese side gust wind umbrella deck us rush back stood next customer even guy came umbrella worst part happened got home rested went boyfriend ended sick certainly seemed poisoning accuse restaurant sickness eaten else day one sickest since known defending place since new huge huge servers giving episode think will ever ,really place apartment fairway saw ,0,1,1,1,1,0,1
318,Positive,amazing old timey restaurant staff orange water food amazing delicious home fries toast huge pumpkin waffles pancakes delicious egg amazing three times love every visit bring charm makes welcome ,amazing restaurant staff orange delicious ,1,0,0,0,0,1,0
483,Negative,pretty place reviews livingsocial deal food decent got crab cake benedict hollandaise sauce forgot bf crab consist white omelet bit bland liked since currently foods recently potatoes dishes plain yummy nothing different also side corned beef hash others much barely tasted corned beef main two stars placing never received utensils napkins another help waitress forth things busy organized sat drink literally took order also someone ask came came wrong couple date patient laughed us bf crabby never time overall back service food also asian hot sauce interesting ,pretty place reviews food decent ,0,1,1,1,1,0,1
